0.0712931779523	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.061428763077992651, 0.058216933114992014, 0.067543680810135051, 0.0096561425047183135, 0.047454526719461279]
0.0712931779523	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.061428763077992651, 0.058216933114992014, 0.067543680810135051, 0.0096561425047183135, 0.047454526719461279]
0.450639116069	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.3767503026955405, 0.25564575719432936, 0.032127494694153151, 0.17618266953553011, 0.06129525903216558]
0.450639116069	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.3767503026955405, 0.25564575719432936, 0.032127494694153151, 0.17618266953553011, 0.06129525903216558]
0.567295976045	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.48880259105412277, 0.46324533205565166, 0.53746037743603414, 0.076836114539723138, 0.37760642499457864]
0.567295976045	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.48880259105412277, 0.46324533205565166, 0.53746037743603414, 0.076836114539723138, 0.37760642499457864]
0.627085802436	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.5242659979114298, 0.35574325235676735, 0.044706939704401032, 0.24516657955650706, 0.085295273590547907]
0.627085802436	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.5242659979114298, 0.35574325235676735, 0.044706939704401032, 0.24516657955650706, 0.085295273590547907]
0.675610256013	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.56483416414773857, 0.38327097961077217, 0.048166402208301928, 0.26413778614754729, 0.091895497240332219]
0.675610256013	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.56483416414773857, 0.38327097961077217, 0.048166402208301928, 0.26413778614754729, 0.091895497240332219]
0.836035508817	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.72035822600403099, 0.68269397853357161, 0.79206618606980672, 0.11323492996122213, 0.55648619588986648]
0.836035508817	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.72035822600403099, 0.68269397853357161, 0.79206618606980672, 0.11323492996122213, 0.55648619588986648]
0.861635921449	[0.018783347769756542, 0.40561363217946078, 0.1286343462607662, 0.92920598368984064, 0.29617368065274463]	[0.016184407163491198, 0.34949127571522548, 0.11083597347038501, 0.80063725397252039, 0.25519388223816947]
0.861635921449	[0.018783347769756542, 0.40561363217946078, 0.1286343462607662, 0.92920598368984064, 0.29617368065274463]	[0.016184407163491198, 0.34949127571522548, 0.11083597347038501, 0.80063725397252039, 0.25519388223816947]
1.0	[1.0, 2.0]	[1.0, 2.0]
1.0	[5.0, 6.0]	[5.0, 6.0]
1.0	[4.0, 5.0, 6.0]	[4.0, 5.0, 6.0]
1.0	[1.0, 2.0, 3.0]	[1.0, 2.0, 3.0]
1.0	[1.0, 2.0, 3.0]	[1.0, 2.0, 3.0]
1.0	[1.0, 2.0, 3.0]	[1.0, 2.0, 3.0]
1.0	[1.0, 2.0, 3.0]	[1.0, 2.0, 3.0]
1.0	[1.0, 2.0, 3.0]	[1.0, 2.0, 3.0]
1.0	[1.0, 2.0, 3.0]	[1.0, 2.0, 3.0]
1.0	[3.0, 4.0]	[3.0, 4.0]
1.0	[3.0, 4.0]	[3.0, 4.0]
1.0	[3.0, 4.0]	[3.0, 4.0]
4.0	[5.0, 6.0]	[20.0, 24.0]
7.0	[1.0, 2.0]	[7.0, 14.0]
7.0	[5.0, 6.0]	[35.0, 42.0]
