0.0559827054208	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.046803529611424664, 0.031758763513321263, 0.0039911849798136461, 0.021887097984071863, 0.0076146839183040271]
0.0559827054208	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.046803529611424664, 0.031758763513321263, 0.0039911849798136461, 0.021887097984071863, 0.0076146839183040271]
0.0995152665614	[0.9645555323005548, 0.67561025601281033, 0.45063911606942098, 0.055982705420758561, 0.62708580243615775]	[0.095988000910162782, 0.067233534718730517, 0.044845471758642105, 0.0055711338527751212, 0.062404610786303653]
0.0995152665614	[0.9645555323005548, 0.67561025601281033, 0.45063911606942098, 0.055982705420758561, 0.62708580243615775]	[0.095988000910162782, 0.067233534718730517, 0.044845471758642105, 0.0055711338527751212, 0.062404610786303653]
0.136018505377	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.11719843021469413, 0.11107065861521927, 0.12886493175549815, 0.01842271741733648, 0.090537327457511627]
0.136018505377	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.11719843021469413, 0.11107065861521927, 0.12886493175549815, 0.01842271741733648, 0.090537327457511627]
0.152979596279	[0.9645555323005548, 0.67561025601281033, 0.45063911606942098, 0.055982705420758561, 0.62708580243615775]	[0.14755731592001484, 0.10335458420679157, 0.068938590043825451, 0.0085642116738738304, 0.095931332888976178]
0.152979596279	[0.9645555323005548, 0.67561025601281033, 0.45063911606942098, 0.055982705420758561, 0.62708580243615775]	[0.14755731592001484, 0.10335458420679157, 0.068938590043825451, 0.0085642116738738304, 0.095931332888976178]
0.390961776848	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.33686671084595732, 0.31925348633647443, 0.3704000610276153, 0.05295292957298136, 0.26023396092869688]
0.390961776848	[0.86163592144949241, 0.81658490737982126, 0.94740735018610589, 0.13544272793083978, 0.66562507216625399]	[0.33686671084595732, 0.31925348633647443, 0.3704000610276153, 0.05295292957298136, 0.26023396092869688]
0.665625072166	[0.018783347769756542, 0.40561363217946078, 0.1286343462607662, 0.92920598368984064, 0.29617368065274463]	[0.012502667214763273, 0.26998660319096696, 0.085622246012848735, 0.61850279995062918, 0.19714062755815298]
0.665625072166	[0.018783347769756542, 0.40561363217946078, 0.1286343462607662, 0.92920598368984064, 0.29617368065274463]	[0.012502667214763273, 0.26998660319096696, 0.085622246012848735, 0.61850279995062918, 0.19714062755815298]
0.81658490738	[0.018783347769756542, 0.40561363217946078, 0.1286343462607662, 0.92920598368984064, 0.29617368065274463]	[0.015338198298852976, 0.3312179702653304, 0.10504086572723462, 0.75877558212831031, 0.24185095758421518]
0.81658490738	[0.018783347769756542, 0.40561363217946078, 0.1286343462607662, 0.92920598368984064, 0.29617368065274463]	[0.015338198298852976, 0.3312179702653304, 0.10504086572723462, 0.75877558212831031, 0.24185095758421518]
0.964555532301	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.80640267522941389, 0.54718847214610755, 0.068766229209165183, 0.37710434477692839, 0.13119740185680093]
0.964555532301	[0.83603550881689126, 0.5672959760448002, 0.071293177952252873, 0.39096177684795952, 0.13601850537710602]	[0.80640267522941389, 0.54718847214610755, 0.068766229209165183, 0.37710434477692839, 0.13119740185680093]
0.969120274701	[0.9645555323005548, 0.67561025601281033, 0.45063911606942098, 0.055982705420758561, 0.62708580243615775]	[0.93477032242748304, 0.6547475968979477, 0.43672350395621312, 0.054253974855870697, 0.60772156511802622]
0.969120274701	[0.9645555323005548, 0.67561025601281033, 0.45063911606942098, 0.055982705420758561, 0.62708580243615775]	[0.93477032242748304, 0.6547475968979477, 0.43672350395621312, 0.054253974855870697, 0.60772156511802622]
2.0	[1.0, 2.0, 3.0]	[2.0, 4.0, 6.0]
2.0	[1.0, 2.0, 3.0]	[2.0, 4.0, 6.0]
2.0	[1.0, 2.0, 3.0]	[2.0, 4.0, 6.0]
2.0	[1.0, 2.0, 3.0]	[2.0, 4.0, 6.0]
2.0	[1.0, 2.0, 3.0]	[2.0, 4.0, 6.0]
2.0	[1.0, 2.0, 3.0]	[2.0, 4.0, 6.0]
2.0	[3.0, 4.0]	[6.0, 8.0]
2.0	[3.0, 4.0]	[6.0, 8.0]
2.0	[3.0, 4.0]	[6.0, 8.0]
2.0	[1.0, 2.0]	[2.0, 4.0]
2.0	[4.0, 5.0, 6.0]	[8.0, 10.0, 12.0]
2.0	[5.0, 6.0]	[10.0, 12.0]
8.0	[5.0, 6.0]	[40.0, 48.0]
8.0	[1.0, 2.0]	[8.0, 16.0]
